DateTime,Sink-1,SB-14,SB-15
20/09/2024 12:00,448.222471544,1.52719900662,11.553585622
20/09/2024 13:00,448.121574985,1.54712554465,12.0896108147
20/09/2024 14:00,447.920094843,1.56184154289,12.5876019394
20/09/2024 15:00,447.619782834,1.57290109418,13.037432097
20/09/2024 16:00,447.223037468,1.5810488109,13.4235343522
20/09/2024 17:00,446.732925021,1.58709202509,13.7422334352
20/09/2024 18:00,446.153171502,1.59164890923,14.0106879581
20/09/2024 19:00,445.48807478,1.59507853434,14.2422367388
20/09/2024 20:00,444.742344395,1.59767345598,14.441016365
20/09/2024 21:00,443.920914586,1.59962723871,14.6132618727
20/09/2024 22:00,443.028770786,1.60114150767,14.7645671029
20/09/2024 23:00,442.070811626,1.60235329736,14.8976083724
21/09/2024 00:00,441.051773631,1.60333582604,15.0133369736
21/09/2024 01:00,440.008606692,1.71510312955,15.111336615
21/09/2024 02:00,438.991512823,2.05709403402,15.1913668454
21/09/2024 03:00,438.040380924,2.78078814479,15.2538500993
21/09/2024 04:00,437.210437459,3.90582694524,15.2968791075
21/09/2024 05:00,436.492743189,5.22667319644,15.3161333338
21/09/2024 06:00,435.826568661,6.55951100482,15.3093509971
21/09/2024 07:00,435.148751652,7.75484903471,15.2794442396
21/09/2024 08:00,434.425829821,8.76132270376,15.2321422658
21/09/2024 09:00,433.617645159,9.49804035004,15.1729189489
21/09/2024 10:00,432.717889214,10.0388368158,15.1075092981
21/09/2024 11:00,431.703072109,10.4462219311,15.0387719899
21/09/2024 12:00,430.583285301,10.7622641174,14.9710757425
21/09/2024 13:00,429.396250461,11.0033954161,14.9076736723
21/09/2024 14:00,428.157027476,11.1883657862,14.8492611862
21/09/2024 15:00,426.88141987,11.3337163417,14.7975896589
21/09/2024 16:00,425.576941628,11.4473862228,14.7553010074
21/09/2024 17:00,424.249618437,11.5379918279,14.7231274682
21/09/2024 18:00,422.909515121,11.6121442323,14.6984371129
21/09/2024 19:00,421.562564051,11.6737002172,14.6791761731
21/09/2024 20:00,420.212629806,11.7258098162,14.6647410817
21/09/2024 21:00,418.863307884,11.7705692409,14.6541785692
21/09/2024 22:00,417.517565285,11.8101601688,14.6466221598
21/09/2024 23:00,416.177285862,11.8460760023,14.6416551106
22/09/2024 00:00,414.843583328,11.8791291011,14.6391263789
22/09/2024 01:00,413.519969008,11.788125745,14.6254636738
22/09/2024 02:00,412.209721876,11.4422945778,14.5825419713
22/09/2024 03:00,410.915397932,10.6757202093,14.5009990369
22/09/2024 04:00,409.640688329,9.4674383753,14.3684612405
22/09/2024 05:00,408.38421304,8.04497990857,14.1682600615
22/09/2024 06:00,407.14047428,6.60980702081,13.8842873026
22/09/2024 07:00,405.903515944,5.32571026614,13.5242140422
22/09/2024 08:00,404.669266693,4.24891556947,13.1090919022
22/09/2024 09:00,403.432905184,3.78092837918,12.6599859677
22/09/2024 10:00,402.192130289,3.43503988476,12.2004279639
22/09/2024 11:00,400.943435929,3.12079410837,11.7411847937
22/09/2024 12:00,399.687068984,2.83529629744,11.2999627198
22/09/2024 13:00,398.425171832,2.57591651841,10.8897539264
22/09/2024 14:00,397.158432238,2.34047935205,10.5123851307
